"filename", "language", "TypeScript", "CSS", "comment", "blank", "total"
"c:\Users\XLR8\Documents\node projects\wires\src\api\wires.ts", "TypeScript", 4, 0, 0, -1, 3
"c:\Users\XLR8\Documents\node projects\wires\src\styles\main.css", "CSS", 0, 4, 0, 1, 5
"Total", "-", 4, 4, 0, 0, 8
